State,Atmosphere,Crash Datetime,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week
Oklahoma,Fog,01-01-2011 11:40,2,Rural-Local Road or Street,48,0.22,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,1,6
Oregon,Thunderstorm,02-01-2011 18:16,1,Rural-Principal Arterial-Other,23,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Non-incapacitating Evident Injury (B),2011,1,2,7
Oregon,Windy,02-01-2011 04:33,1,Rural-Principal Arterial-Other,23,,Passenger of a Motor Vehicle In-Transport,Unknown,,Female,Non-incapacitating Evident Injury (B),2011,1,2,7
Rhode Island,Clear,04-01-2011 00:36,1,Urban-Principal Arterial-Other Freeways or Expressways,26,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,4,2
South Dakota,Fog,05-01-2011 16:05,1,Urban-Minor Arterial,24,0.35,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,5,3
Tennessee,Fog,01-02-2011 23:01,1,Rural-Principal Arterial-Interstate,45,0,Passenger of a Motor Vehicle In-Transport,No,Black,Female,Fatal Injury (K),2011,2,1,2
Tennessee,Rain,01-02-2011 02:53,1,Rural-Principal Arterial-Interstate,49,0,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,1,2
Texas,Cloudy,01-01-2011 07:13,2,Urban-Minor Arterial,43,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,1,6
Texas,Rain,01-01-2011 01:51,2,Urban-Minor Arterial,43,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,1,6
Utah,Fog,01-01-2011 15:05,1,Urban-Other Principal Arterial,18,,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,1,6
Utah,Thunderstorm,01-01-2011 18:47,1,Urban-Other Principal Arterial,26,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6
Vermont,Thunderstorm,15-01-2011 06:38,1,Rural-Principal Arterial-Other,36,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,15,6
West Virginia,Cloudy,01-01-2011 16:11,1,Rural-Principal Arterial-Other,68,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,1,6
Wisconsin,Rain,01-01-2011 01:27,1,Urban-Collector,26,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,1,6
Alabama,Sleet,04-01-2011 10:06,1,Urban-Local Road or Street,24,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,4,2
Alaska,Sleet,05-01-2011 03:48,2,Rural-Major Collector,37,0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,5,3
Arizona,Windy,03-01-2011 21:45,1,Rural-Principal Arterial-Interstate,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Female,Fatal Injury (K),2011,1,3,1
Arizona,Sleet,03-01-2011 10:42,1,Rural-Principal Arterial-Interstate,23,0,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,3,1
Arkansas,Snow,03-01-2011 06:55,2,Urban-Principal Arterial-Interstate,2,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,3,1
Arkansas,Snow,03-01-2011 12:36,2,Urban-Principal Arterial-Interstate,39,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,3,1
Arkansas,Clear,03-01-2011 03:27,2,Urban-Principal Arterial-Interstate,82,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,3,1
Colorado,Thunderstorm,04-01-2011 20:12,1,Rural-Minor Collector,18,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,4,2
District of Columbia,Thunderstorm,12-02-2011 10:29,1,Urban-Local Road or Street,,0.21,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,12,6
Florida,Snow,02-01-2011 21:53,1,Urban-Other Principal Arterial,4,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,2,7
Florida,Hail,02-01-2011 05:12,1,Urban-Other Principal Arterial,5,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,2,7
Florida,Snow,02-01-2011 15:50,1,Urban-Other Principal Arterial,8,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,2,7
Florida,Sleet,02-01-2011 16:31,1,Urban-Other Principal Arterial,19,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,2,7
Idaho,Sleet,07-01-2011 06:52,1,Rural-Principal Arterial-Other,24,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,7,5
Idaho,Rain,07-01-2011 04:23,1,Rural-Principal Arterial-Other,44,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,7,5
Iowa,Rain,04-01-2011 12:18,1,Rural-Principal Arterial-Other,23,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,4,2
Kansas,Hail,02-01-2011 03:30,1,Rural-Major Collector,31,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,2,7
Kansas,Dust Storm,02-01-2011 22:46,1,Rural-Major Collector,64,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,2,7
Kansas,Clear,02-01-2011 00:08,1,Rural-Major Collector,85,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,2,7
Maryland,Sleet,01-01-2011 21:58,1,Rural-Major Collector,48,0.2,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,1,6
Massachusetts,Sleet,23-01-2011 16:33,1,Urban-Other Principal Arterial,18,0.13,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,23,7
Michigan,Dust Storm,02-01-2011 16:44,1,Urban-Other Principal Arterial,37,0,Driver of a Motor Vehicle In-Transport,No,Filipino,Female,Fatal Injury (K),2011,1,2,7
Michigan,Thunderstorm,02-01-2011 19:41,1,Urban-Other Principal Arterial,52,0,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,2,7
Minnesota,Snow,04-01-2011 23:13,2,Urban-Minor Arterial,70,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,4,2
Minnesota,Windy,04-01-2011 23:24,2,Urban-Minor Arterial,70,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,4,2
Missouri,Thunderstorm,02-01-2011 04:34,1,Urban-Collector,18,0.19,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,2,7
Montana,Hail,22-01-2011 03:45,1,Urban-Other Principal Arterial,1,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,22,6
Montana,Hail,22-01-2011 01:46,1,Urban-Other Principal Arterial,19,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,22,6
Montana,Dust Storm,22-01-2011 23:36,1,Urban-Other Principal Arterial,46,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,22,6
Nebraska,Hail,01-01-2011 02:01,1,Rural-Minor Arterial,56,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6
Nebraska,Snow,01-01-2011 04:00,1,Rural-Minor Arterial,59,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,1,6
Nebraska,Hail,01-01-2011 22:53,1,Rural-Minor Arterial,59,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6
Nebraska,Cloudy,01-01-2011 09:37,1,Rural-Minor Arterial,79,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,1,6
Nevada,Thunderstorm,07-01-2011 23:47,1,Rural-Major Collector,61,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,7,5
New Hampshire,Dust Storm,03-01-2011 17:51,1,Urban-Local Road or Street,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,3,1
New Hampshire,Fog,03-01-2011 14:02,1,Urban-Local Road or Street,23,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,3,1
New Hampshire,Thunderstorm,03-01-2011 04:46,1,Urban-Local Road or Street,79,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,3,1
New Jersey,Fog,30-01-2011 02:32,1,Urban-Principal Arterial-Other Freeways or Expressways,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,30,7
New Jersey,Thunderstorm,30-01-2011 10:18,1,Urban-Principal Arterial-Other Freeways or Expressways,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,30,7
New Jersey,Cloudy,30-01-2011 04:41,1,Urban-Principal Arterial-Other Freeways or Expressways,26,0.22,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,30,7
New Mexico,Fog,03-01-2011 00:29,1,Urban-Principal Arterial-Other Freeways or Expressways,56,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,3,1
New Mexico,Snow,03-01-2011 10:46,1,Urban-Principal Arterial-Other Freeways or Expressways,71,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,3,1
New York,Fog,01-01-2011 12:56,1,Rural-Principal Arterial-Interstate,44,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,1,6
North Carolina,Windy,15-01-2011 03:56,2,Rural-Major Collector,39,0.3,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,15,6
North Dakota,Cloudy,05-01-2011 16:38,1,Rural-Major Collector,59,0.24,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,5,3
Ohio,Fog,01-01-2011 03:20,1,Urban-Principal Arterial-Interstate,8,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,1,6
Ohio,Hail,01-01-2011 14:41,1,Urban-Principal Arterial-Interstate,24,0.23,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,1,6
Ohio,Dust Storm,01-01-2011 15:32,1,Urban-Principal Arterial-Interstate,25,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6
Ohio,Cloudy,01-01-2011 18:29,1,Urban-Principal Arterial-Interstate,27,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6
Oklahoma,Clear,01-01-2011 11:03,2,Urban-Principal Arterial-Other Freeways or Expressways,41,0.18,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,1,6
Oregon,Cloudy,03-01-2011 20:00,1,Rural-Minor Arterial,78,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,3,1
South Carolina,Rain,01-01-2011 02:46,1,Rural-Minor Arterial,29,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,1,6
South Carolina,Dust Storm,01-01-2011 06:27,1,Rural-Minor Arterial,40,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,1,6
Tennessee,Windy,01-01-2011 17:02,1,Urban-Collector,22,0.15,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,1,6
Texas,Cloudy,01-01-2011 13:12,1,Urban-Other Principal Arterial,21,0.13,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,1,6
Texas,Fog,01-01-2011 10:43,1,Urban-Other Principal Arterial,57,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,1,6
Utah,Clear,08-01-2011 04:20,1,Urban-Principal Arterial-Interstate,51,,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,1,8,6
Vermont,Snow,18-01-2011 17:03,1,Rural-Principal Arterial-Other,52,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,18,2
Virginia,Thunderstorm,06-01-2011 22:32,1,Urban-Other Principal Arterial,55,0,Pedestrian,Unknown,White,Male,Fatal Injury (K),2011,1,6,4
Virginia,Thunderstorm,06-01-2011 07:48,1,Urban-Other Principal Arterial,82,,Driver of a Motor Vehicle In-Transport,Unknown,,Female,No Injury (O),2011,1,6,4
Washington,Dust Storm,02-01-2011 22:13,1,Rural-Major Collector,50,0,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,1,2,7
West Virginia,Dust Storm,03-01-2011 03:35,1,Rural-Major Collector,59,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,3,1
Wisconsin,Fog,01-01-2011 11:04,1,Urban-Principal Arterial-Interstate,34,0.21,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,1,6
Wyoming,Cloudy,29-01-2011 18:25,1,Rural-Principal Arterial-Interstate,11,,Passenger of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,29,6
Wyoming,Windy,29-01-2011 07:48,1,Rural-Principal Arterial-Interstate,12,,Passenger of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,29,6
Wyoming,Windy,29-01-2011 04:51,1,Rural-Principal Arterial-Interstate,15,,Passenger of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,29,6
Wyoming,Hail,29-01-2011 00:22,1,Rural-Principal Arterial-Interstate,16,,Passenger of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,1,29,6
Wyoming,Snow,29-01-2011 07:40,1,Rural-Principal Arterial-Interstate,24,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,29,6
Alabama,Cloudy,05-01-2011 14:13,2,Urban-Collector,2,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,5,3
Alabama,Cloudy,05-01-2011 04:02,2,Urban-Collector,4,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,5,3
Alabama,Clear,05-01-2011 21:11,2,Urban-Collector,30,0,Driver of a Motor Vehicle In-Transport,Yes,,Male,Incapacitating Injury (A),2011,1,5,3
Alabama,Hail,05-01-2011 01:14,2,Urban-Collector,33,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,5,3
Alaska,Windy,12-01-2011 12:44,1,Rural-Principal Arterial-Interstate,62,0,Driver of a Motor Vehicle In-Transport,No,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,1,12,3
Arizona,Rain,05-01-2011 18:12,1,Rural-Principal Arterial-Interstate,45,,Pedestrian,Unknown,Unknown,Male,Fatal Injury (K),2011,1,5,3
Arizona,Hail,05-01-2011 17:15,1,Rural-Principal Arterial-Interstate,46,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,5,3
Arkansas,Dust Storm,06-01-2011 18:40,1,Rural-Local Road or Street,46,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,6,4
California,Windy,03-01-2011 08:34,1,Rural-Principal Arterial-Other,50,0,Bicyclist,Unknown,\N,Male,Fatal Injury (K),2011,1,3,1
Colorado,Clear,07-01-2011 18:46,1,Rural-Local Road or Street,16,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,7,5
Colorado,Dust Storm,07-01-2011 01:46,1,Rural-Local Road or Street,17,0,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,7,5
Connecticut,Fog,12-01-2011 16:50,1,Urban-Other Principal Arterial,46,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,12,3
Connecticut,Hail,12-01-2011 22:27,1,Urban-Other Principal Arterial,69,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,12,3
Delaware,Thunderstorm,09-01-2011 11:23,1,Rural-Principal Arterial-Other,12,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,9,7
Delaware,Windy,09-01-2011 01:53,1,Rural-Principal Arterial-Other,25,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,9,7
Delaware,Sleet,09-01-2011 10:11,1,Rural-Principal Arterial-Other,40,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,9,7
Delaware,Cloudy,09-01-2011 21:20,1,Rural-Principal Arterial-Other,71,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,9,7
District of Columbia,Cloudy,08-02-2011 16:11,1,Urban-Local Road or Street,11,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,8,2
District of Columbia,Sleet,08-02-2011 10:54,1,Urban-Local Road or Street,32,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,2,8,2
District of Columbia,Snow,08-02-2011 17:59,1,Urban-Local Road or Street,65,0,Pedestrian,No,White,Female,Fatal Injury (K),2011,2,8,2
Florida,Dust Storm,03-01-2011 10:04,1,Urban-Other Principal Arterial,22,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,3,1
Florida,Clear,03-01-2011 18:19,1,Urban-Other Principal Arterial,42,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,3,1
Florida,Rain,03-01-2011 03:57,1,Urban-Other Principal Arterial,64,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,3,1
Georgia,Snow,01-01-2011 07:08,1,Urban-Minor Arterial,44,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,1,6
Idaho,Cloudy,06-01-2011 22:48,1,Rural-Principal Arterial-Interstate,10,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,6,4
Indiana,Windy,03-01-2011 06:24,1,Urban-Principal Arterial-Interstate,23,0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,1,3,1
Iowa,Windy,07-01-2011 07:09,1,Rural-Major Collector,36,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,7,5
Kansas,Snow,02-01-2011 21:18,1,Rural-Major Collector,43,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,2,7
Louisiana,Sleet,01-01-2011 22:36,1,Rural-Local Road or Street,46,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,1,6
Maryland,Thunderstorm,04-01-2011 19:52,1,Urban-Principal Arterial-Interstate,39,0,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),2011,1,4,2
Massachusetts,Thunderstorm,22-01-2011 02:49,1,Urban-Principal Arterial-Interstate,49,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,22,6
Michigan,Snow,03-01-2011 06:25,1,Rural-Minor Collector,19,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,3,1
Missouri,Snow,03-01-2011 23:25,1,Urban-Principal Arterial-Other Freeways or Expressways,43,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,3,1
Missouri,Cloudy,03-01-2011 12:53,1,Urban-Principal Arterial-Other Freeways or Expressways,78,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,3,1
Montana,Cloudy,23-01-2011 06:45,1,Rural-Minor Arterial,23,0.06,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,23,7
Montana,Windy,23-01-2011 00:36,1,Rural-Minor Arterial,47,0,Driver of a Motor Vehicle In-Transport,No,,Male,"Injured, Severity Unknown",2011,1,23,7
Montana,Fog,23-01-2011 18:05,1,Rural-Minor Arterial,55,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,23,7
Nebraska,Thunderstorm,05-01-2011 08:34,1,Urban-Other Principal Arterial,19,0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,5,3
Nebraska,Fog,05-01-2011 20:01,1,Urban-Other Principal Arterial,39,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,5,3
Nebraska,Clear,05-01-2011 00:51,1,Urban-Other Principal Arterial,49,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,5,3
Nevada,Windy,08-01-2011 15:16,1,Urban-Minor Arterial,21,0,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,1,8,6
New Mexico,Hail,08-01-2011 08:02,1,Rural-Principal Arterial-Other,24,0.17,Pedestrian,Not Reported,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,1,8,6
Ohio,Cloudy,03-01-2011 01:50,1,Rural-Principal Arterial-Other,29,0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,3,1
